PA14_ID	GeneName	Essentiality	KEGG_ID	COG_ID	FUNCTION
PA14_20230	nosR	Nonessential		COG3901	Transcription
PA14_20240		Nonessential		COG0346	Amino acid transport and metabolism
PA14_20250		Nonessential		COG1359	Function unknown
PA14_20260		Nonessential		COG1720	Function unknown
PA14_20270	rhlG	Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_20280		Nonessential			
PA14_20290	algZ	Nonessential			
PA14_20300	phnC	Nonessential	K02041	COG3638	Inorganic ion transport and metabolism
PA14_20320	phnD	Nonessential	K02044	COG3221	Inorganic ion transport and metabolism
PA14_20330	phnE	Nonessential	K02042	COG3639	Inorganic ion transport and metabolism
PA14_20350	phnF	Nonessential	K02043	COG2188	Transcription
PA14_20360	phnG	Nonessential	K06166	COG3624	Inorganic ion transport and metabolism
PA14_20370	phnH	Nonessential	K06165	COG3625	Inorganic ion transport and metabolism
PA14_20380	phnI	Nonessential	K06164	COG3626	Inorganic ion transport and metabolism
PA14_20390	phnJ	Nonessential	K06163	COG3627	Inorganic ion transport and metabolism
PA14_20400	phnK	Nonessential	K05781	COG4107	Inorganic ion transport and metabolism
PA14_20420	phnL	Nonessential	K05780	COG4778	Inorganic ion transport and metabolism
PA14_20430	phnM	Nonessential	K06162	COG3454	Inorganic ion transport and metabolism
PA14_20440	phnN	Nonessential	K05774	COG3709	Inorganic ion transport and metabolism
PA14_20450	phnP	Nonessential	K06167	COG1235	General function prediction only
PA14_20460		Nonessential			
PA14_20470		Nonessential			
PA14_20480		Nonessential			
PA14_20491		Nonessential			
PA14_20510		Nonessential		COG3209	"Cell envelope biogenesis, outer membrane"
PA14_20520		Nonessential		COG3209	"Cell envelope biogenesis, outer membrane"
PA14_20530		Nonessential			
PA14_20550		Nonessential			
PA14_20560	amiE	Nonessential	K01426	COG0388	General function prediction only
PA14_20570	amiB	Nonessential		COG0542	"Posttranslational modification, protein turnover, chaperones"
PA14_20580	amiC	Nonessential	K01999	COG0683	Amino acid transport and metabolism
PA14_20590	amiR	Nonessential		COG3707	Signal transduction mechanisms
PA14_20600		Nonessential			
PA14_20610	lecB	Nonessential			
PA14_20620		Nonessential		COG1566	Defense mechanisms
PA14_20630		Nonessential			
PA14_20640		Nonessential			
PA14_20650	dsdA	Nonessential	K01753	COG3048	Amino acid transport and metabolism
PA14_20670		Nonessential		COG0174	Amino acid transport and metabolism
PA14_20680		Nonessential			
PA14_20690		Nonessential		COG3222	Function unknown
PA14_20700		Nonessential		COG5581	Signal transduction mechanisms
PA14_20720	flgN	Nonessential	K02399	COG3418	"Cell motility and secretion / Intracellular trafficking and secretion / Posttranslational modification, protein turnover, chaperones"
PA14_20730	flgM	Nonessential	K02398	COG2747	Transcription / Cell motility and secretion / Intracellular trafficking and secretion
PA14_20740	flgA	Nonessential	K02386	COG1261	"Cell motility and secretion / Posttranslational modification, protein turnover, chaperones"
PA14_20750		Nonessential		COG0835	Cell motility and secretion / Signal transduction mechanisms
PA14_20760	cheR	Nonessential	K00575	COG1352	Cell motility and secretion / Signal transduction mechanisms
PA14_20770		Nonessential		COG1366	Signal transduction mechanisms
PA14_20780		Nonessential		COG2208	Signal transduction mechanisms / Transcription
PA14_20800		Nonessential		COG2198	Signal transduction mechanisms
PA14_20810	recQ	Nonessential	K03654	COG0514	"DNA replication, recombination, and repair"
PA14_20820		Nonessential		COG3706	Signal transduction mechanisms
PA14_20840		Nonessential			
PA14_20850	slyA	Nonessential	K06075	COG1846	Transcription
PA14_20860		Nonessential		COG3170	Cell motility and secretion / Intracellular trafficking and secretion
PA14_20870		Nonessential		COG0729	"Cell envelope biogenesis, outer membrane"
PA14_20880		Nonessential		COG3526	"Posttranslational modification, protein turnover, chaperones"
PA14_20890	rfaD	Nonessential	K03274	COG0451	"Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism"
PA14_20900		Nonessential		COG2814	Carbohydrate transport and metabolism
PA14_20920		Nonessential			
PA14_20940		Nonessential			
PA14_20950	fabH2	Nonessential	K00648	COG0332	acyl-carrier-protein
PA14_20960		Nonessential		COG3631	General function prediction only
PA14_20970	cyp23	Nonessential	K00517	COG2124	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_20980		Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_21000		Nonessential			
PA14_21010		Nonessential		COG0654	Coenzyme metabolism / Energy production and conversion
PA14_21020		Nonessential		COG1020	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_21030		Nonessential		COG0740	"Posttranslational modification, protein turnover, chaperones / Intracellular trafficking and secretion"
PA14_21040		Nonessential		COG3687	General function prediction only
PA14_21050		Nonessential		COG0300	General function prediction only
PA14_21060		Nonessential			
PA14_21070		Nonessential			
PA14_21080	toxR	Nonessential		COG0583	Transcription
PA14_21090		Nonessential		COG3238	Function unknown
PA14_21110	plcN	Nonessential	K01114	COG3511	"Cell envelope biogenesis, outer membrane"
PA14_21120		Nonessential			
PA14_21130		Nonessential			
PA14_21140		Nonessential		COG3639	Inorganic ion transport and metabolism
PA14_21150		Nonessential		COG3639	Inorganic ion transport and metabolism
PA14_21160		Nonessential		COG3638	Inorganic ion transport and metabolism
PA14_21175		Nonessential		COG3221	Inorganic ion transport and metabolism
PA14_21180		Nonessential		COG2084	Lipid metabolism
PA14_21190		Nonessential		COG5001	Signal transduction mechanisms
PA14_21210		Nonessential		COG2194	General function prediction only
PA14_21220		Nonessential		COG0589	Signal transduction mechanisms
PA14_21230	hepA	Nonessential	K03580	COG0553	"Transcription / DNA replication, recombination, and repair"
PA14_21240		Nonessential			
PA14_21250	alkB	Nonessential		COG3145	"DNA replication, recombination, and repair"
PA14_21260		Nonessential			
PA14_21280		Nonessential		COG1289	Function unknown
PA14_21290		Nonessential		COG1566	Defense mechanisms
PA14_21300		Nonessential		COG2814	Carbohydrate transport and metabolism
PA14_21310	phaJ1	Nonessential		COG2030	Lipid metabolism
PA14_21320		Nonessential		COG2267	Lipid metabolism
PA14_21340	fadD2	Nonessential	K01897	COG0318	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"
PA14_21370	fadD1	Nonessential	K01897	COG0318	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"
PA14_21380		Nonessential			
PA14_21400	hrpA	Nonessential	K03578	COG1643	"DNA replication, recombination, and repair"
PA14_21410	phoA	Nonessential	K01077	COG1785	Inorganic ion transport and metabolism
PA14_21440		Nonessential		COG0537	Nucleotide transport and metabolism / Carbohydrate transport and metabolism / General function prediction only
PA14_21450		Nonessential		COG3501	Function unknown
PA14_21460		Nonessential			
PA14_21470		Nonessential			
PA14_21480		Nonessential			
PA14_21490		Nonessential			
PA14_21510		Nonessential			
PA14_21520		Nonessential		COG1335	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_21530		Nonessential		COG0666	General function prediction only
PA14_21540	fabH-2	Nonessential	K16872	COG0332	acyl-carrier-protein
PA14_21550		Nonessential		COG1595	Transcription
PA14_21560		Nonessential			
PA14_21570		Nonessential			
PA14_21580		Nonessential		COG3220	Function unknown
PA14_21590		Nonessential		COG3219	Function unknown
PA14_21600		Nonessential			
PA14_21610	oprO	Nonessential	K07221	COG3746	Inorganic ion transport and metabolism
PA14_21620	oprP	Nonessential	K07221	COG3746	Inorganic ion transport and metabolism
PA14_21630		Nonessential			
PA14_21640		Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_21650		Nonessential			
PA14_21660		Nonessential		COG1742	Function unknown
PA14_21670		Nonessential			
PA14_21680		Nonessential			
PA14_21690	lhr1	Nonessential	K03724	COG1201	General function prediction only
PA14_21700		Nonessential		COG0591	Amino acid transport and metabolism / General function prediction only
PA14_21710		Nonessential		COG1670	"Translation, ribosomal structure and biogenesis"
PA14_21720		Nonessential		COG2207	Transcription
PA14_21730	fecA	Nonessential	K16091	COG4772	Inorganic ion transport and metabolism
PA14_21750		Nonessential		COG0204	Lipid metabolism
PA14_21760	capB	Nonessential	K03704	COG1278	Transcription
PA14_21770	sugE	Nonessential	K11741	COG2076	Inorganic ion transport and metabolism
PA14_21780		Nonessential		COG0385	General function prediction only
PA14_21790	rdgC	Nonessential	K03554	COG2974	"DNA replication, recombination, and repair"
PA14_21820		Nonessential		COG0545	"Posttranslational modification, protein turnover, chaperones"
PA14_21830		Nonessential		COG3339	Function unknown
PA14_21840		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_21850		Nonessential			
PA14_21860		Nonessential			
PA14_21870		Nonessential		COG2200	Signal    transduction mechanisms
PA14_21880	tsp	Nonessential	K03797	COG0793	"Cell envelope biogenesis, outer membrane"
PA14_21890	qor	Nonessential		COG0604	Energy production and conversion / General function prediction only
PA14_21900		Nonessential		COG0560	Amino acid transport and metabolism
PA14_21910		Nonessential		COG3842	Amino acid transport and metabolism
PA14_21920		Nonessential		COG1177	Amino acid transport and metabolism
PA14_21930		Nonessential		COG4132	General function prediction only
PA14_21940		Nonessential		COG1524	General function prediction only
PA14_21960		Nonessential		COG1840	Inorganic ion transport and metabolism
PA14_21970		Nonessential		COG2188	Transcription
PA14_21980		Nonessential		COG1670	"Translation, ribosomal structure and biogenesis"
PA14_21990		Nonessential		COG1362	Amino acid transport and metabolism
PA14_22000	rluA	Nonessential	K06177	COG0564	"Translation, ribosomal structure and biogenesis"
PA14_22010	minE	Essential	K03608	COG0851	Cell division and chromosome partitioning
PA14_22020	minD	Nonessential	K03609	COG2894	Cell division and chromosome partitioning
PA14_22040	minC	Nonessential	K03610	COG0850	Cell division and chromosome partitioning
PA14_22050	htrB	Nonessential	K02517	COG1560	"Cell envelope biogenesis, outer membrane"
PA14_22060		Nonessential		COG1752	General function prediction only
PA14_22075		Nonessential		COG1741	General function prediction only
PA14_22080		Nonessential		COG1961	"DNA replication, recombination, and repair"
PA14_22090		Nonessential			
PA14_22100		Nonessential			
PA14_22110		Nonessential			
PA14_22120		Nonessential			
PA14_22130		Nonessential			
PA14_22140		Nonessential			
PA14_22160		Nonessential			
PA14_22180		Nonessential			
PA14_22190		Nonessential			
PA14_22210		Nonessential			
PA14_22220		Nonessential			
PA14_22230		Nonessential			
PA14_22240		Nonessential			
PA14_22250		Nonessential			
PA14_22260		Nonessential			
PA14_22270		Nonessential		COG1961	"DNA replication, recombination, and repair"
PA14_22280		Nonessential		COG1741	General function prediction only
PA14_22290	vacJ	Nonessential	K04754	COG2853	"Cell envelope biogenesis, outer membrane"
PA14_22310		Nonessential			
PA14_22320		Nonessential		COG3205	Function unknown
PA14_22330		Nonessential		COG2113	Amino acid transport and metabolism
PA14_22340	yjcH	Nonessential		COG3162	Function unknown
PA14_22350	yjcG	Nonessential	K14393	COG4147	General function prediction only
PA14_22370		Nonessential		COG2905	Signal transduction mechanisms
PA14_22380		Nonessential		COG0847	"DNA replication, recombination, and repair"
PA14_22400		Nonessential			
PA14_22410		Nonessential		COG3146	Function unknown
PA14_22420		Nonessential			
PA14_22440	bapA	Nonessential	K06147	COG1132	Defense mechanisms
PA14_22450	ppiA	Nonessential	K03767	COG0652	"Posttranslational modification, protein turnover, chaperones"
PA14_22460		Nonessential		COG0596	General function prediction only
PA14_22470		Nonessential		COG0583	Transcription
PA14_22480		Nonessential			
PA14_22490	acpD	Nonessential	K01118	COG1182	Lipid metabolism
PA14_22500		Nonessential		COG3531	"Posttranslational modification, protein turnover, chaperones"
PA14_22510		Nonessential		COG0509	Amino acid transport and metabolism
PA14_22520		Nonessential		COG0702	"Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism"
PA14_22530		Nonessential		COG0625	"Posttranslational modification, protein turnover, chaperones"
PA14_22540	wrbA	Nonessential		COG0655	General function prediction only
PA14_22550		Nonessential		COG0583	Transcription
PA14_22560		Nonessential		COG0697	Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only
PA14_22570	csaA	Nonessential	K06878	COG0073	General function prediction only
PA14_22580		Nonessential		COG2207	Transcription
PA14_22590		Nonessential		COG2908	Function unknown
PA14_22600	grtA	Nonessential		COG0438	"Cell envelope biogenesis, outer membrane"
PA14_22620	cyaB	Nonessential		COG2114	Signal transduction mechanisms
PA14_22630		Nonessential		COG4323	Function unknown
PA14_22640		Nonessential		COG2207	Transcription
PA14_22650		Nonessential		COG3218	General function prediction only
PA14_22660		Nonessential		COG1463	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_22670	yrbF	Nonessential	K02065	COG1127	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_22680	yrbE	Nonessential	K02066	COG0767	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_22690	trkH	Nonessential	K03498	COG0168	Inorganic ion transport and metabolism
PA14_22700	ykgJ	Nonessential	K06940	COG0727	General function prediction only
PA14_22710	ydjA	Nonessential		COG0778	Energy production and conversion
PA14_22720		Nonessential			
PA14_22730		Nonessential		COG0642	Signal transduction mechanisms
PA14_22740		Nonessential		COG3678	Intracellular trafficking and secretion / Cell motility and secretio / Signal transduction mechanisms / Inorganic ion transport and metabolism
PA14_22760	cpxR	Nonessential		COG0745	Signal transduction mechanisms / Transcription
PA14_22770		Nonessential			
PA14_22780	yciI	Nonessential	K09780	COG2350	Function unknown
PA14_22800	yciB	Nonessential	K06190	COG2917	Cell division and chromosome partitioning
PA14_22820	yciV	Nonessential	K07053	COG0613	General function prediction only
PA14_22830	yciO	Nonessential		COG0009	"Translation, ribosomal structure and biogenesis"
PA14_22840	ypuG	Nonessential	K05896	COG1354	"Replication,    recombination, and repair"
PA14_22860		Nonessential		COG1386	"DNA replication, recombination and repair"
PA14_22870		Nonessential			
PA14_22880		Nonessential		COG3313	General function prediction only
PA14_22890	gapA	Nonessential	K00134	COG0057	Carbohydrate transport and metabolism
PA14_22910	edd	Nonessential	K01690	COG0129	Amino acid transport and metabolism / Carbohydrate transport and metabolism
PA14_22930	glk	Nonessential	K00845	COG0837	Carbohydrate transport and metabolism
PA14_22940	gltR	Nonessential		COG0745	Signal transduction mechanisms / Transcription
PA14_22960		Nonessential		COG0642	Signal transduction mechanisms
PA14_22980	gltB	Nonessential	K17315	COG1653	Carbohydrate transport and metabolism
PA14_22990	gltF	Nonessential	K17316	COG1175	Carbohydrate transport and metabolism
