cpd24339	C18H24NO4	Cocaethylene
cpd24621	C20H23O7	GA13
cpd24620	C7H7O7	(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate
cpd11188	C3H6O	1,2-Epoxypropane
cpd21909	C8H8O	2-Phenyloxirane
cpd11189	C20H20O5	Glyceocarpin
cpd21906	C6H6O9P	2-phospho-L-ascorbate
cpd21900	C14H12N2O6	2-oxindole-3-acetyl-asp
cpd21902	C4H3O3	2-oxobut-3-enanoate
cpd00818	C6H11O9P	6-Phospho-D-galactose
cpd00819	C5H8O5	L-Arabinono-1,4-lactone
cpd00812	C6H10O7P	5-phosphomevalonate
cpd00813	C6H6O3	Pyrogallol
cpd00810	C10H10N2O11P	Orotidylic acid
cpd00811	C3H9NO	(CH3)3NO
cpd00816	C10H6NO5	7,8-Dihydroxykynurenate
cpd00817	C5H9O8P	D-Arabinose5-phosphate
cpd00814	C6H10N2O3	4-Methylene-L-glutamine
cpd00815	C5H9NO3	2-Oxo-5-aminovalerate
cpd15605	C11H14N2O3	Gly-Phe
cpd15604	C8H16N2O3	Gly-Leu
cpd15607	C34H28FeN4O10	Heme D
cpd15606	C11H14N2O4	Gly-Tyr
cpd15601	C17H31O2	Fatty acid (Iso-C17:1)
cpd15600	C37H60N7O17P3S	Iso-C16:1 CoA
cpd15603	C5H10N2O3S	Gly-Cys
cpd15602	C38H62N7O17P3S	Iso-C17:1 CoA
cpd15979	C70H135N2O9PRS	methyl hydroxy keto meroacid ACP (1 cyclopropane ring)
cpd15978	C48H80O40	mannose capped hexa arabinofuranoside
cpd15609	C17H33O2	heptadecanoate (C17:0)
cpd15608	C7H13O2	HPA
cpd14552	C28H44O	3-Keto-4-methylzymosterol
cpd14553	C40H44FeN6O8S2	Heme C
cpd25405	C15H24	beta-copaene
cpd03545	C20H31O6	PGG2
cpd03232	C48H75N7O20P3S	3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA
cpd03547	C20H29O4	delta-12-PGJ2
cpd03546	C20H29O4	PGJ2
cpd03541	C23H36NO5S	LTE4
cpd03540	C25H39N2O6S	LTD4
cpd03235	C27H48O2	5beta-Cholestane-3alpha,7alpha-diol
cpd03542	C20H29O4	PGA2
cpd12381	C7H9N2O5R	(5-L-Glutamyl)-L-amino acid
cpd03239	C27H44O3	7alpha,12alpha-Dihydroxycholest-4-en-3-one
cpd03238	C27H44O2	7alpha-Hydroxycholest-4-en-3-one
cpd03549	C20H31O5	15-Keto-PGF2a
cpd03548	C20H33O5	11-epi-PGF2a
cpd12387	C4H6N2O3R2	Microsomal-membrane protein
cpd12386	C5H9O9P2R	Deoxynucleoside diphosphate
cpd12477	C9H15N3O3R2	alpha-Tubulin N6-acetyl-L-lysine
cpd12475	C7H10N2O4R2	Protein glutamate methyl ester
cpd12474	C4H6N2O6PR2	Phospho-beta-adrenergic receptor
cpd12473	C7H12NO9PR	N-Acyl-D-glucosamine 6-phosphate
cpd12472	C8H14NO6R	N-Acetyl-D-galactosaminyl-R
cpd12470	C3H4NO3	Monoamide of a dicarboxylic acid
cpd25407	C15H24	seli-3,7(11)-diene
cpd20702	CH3Cl	Methyl chloride
cpd23504	C20H22N5O6S	2-amino-4-({1-[(carboxymethyl)carbamoyl]-2-{[cyano(1H-indol-3-yl)methyl]sulfanyl}ethyl}carbamoyl)butanoic acid
cpd23501	C13H16O8	2-hydroxybenzoic acid glucose ester
cpd03380	C14H25N4O10P2	CMP-2-trimethylaminoethylphosphonate
cpd24519	C18H21N5O5	benzyladenine-9-N-glucoside
cpd24518	C18H21N5O5	benzyladenine-7-N-glucoside
cpd25108	C15H24	beta-acoradiene
cpd25105	C15H24	(+)-thujopsene
cpd25107	C15H24	(+)-beta-barbatene
cpd25106	C15H24	isobazzanene
cpd04016	C3H5OCl	cis-3-Chloro-2-propene-1-ol
cpd04017	C3H3OCl	3-Chloroallyl aldehyde
cpd04014	C3H4Cl2	cis-1,3-Dichloropropene
cpd04015	C3H5OCl	trans-3-Chloro-2-propene-1-ol
cpd04012	C4H10O4P	Diethylphosphoric acid
cpd04013	C3H4Cl2	trans-1,3-Dichloropropene
cpd04010	C10H14NO6P	Paraoxon
cpd04011	C4H10O3PS	DETP
cpd14733	C22H33N10O15P2R2	Protein-Nomega-(ADP-D-ribosyl)-L-arginine
cpd25403	C15H24	beta-himachalene
cpd14736	C14H12O	cis-Stilbene oxide
cpd14737	C14H14O2	(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol
cpd04018	C3H2O2Cl	trans-3-Chloroacrylic acid
cpd04019	C3H2O2Cl	cis-3-Chloroacrylic acid
cpd08018	C25H37O8	Etiocholan-3alpha-ol-17-one 3-glucuronide
cpd08544	C4H9NO2	N-Ethylglycine
cpd08013	C25H33O9	2-Methoxy-estradiol-17beta 3-glucuronide
cpd08011	C8H5NO2	Isatin
cpd08016	C25H35O8	Testosterone glucuronide
cpd08017	C25H37O8	Androsterone glucuronide
cpd08014	C25H31O9	2-Methoxyestrone 3-glucuronide
cpd08015	C24H29O8	Estrone glucuronide
cpd24517	C16H23N5O5	isopentenyladenine-9-N-glucoside
cpd24516	C16H23N5O5	isopentenyladenine-7-N-glucoside
cpd22945	C15H24	gamma-patchoulene
cpd11816	C4H6N2O3R2	[Acetyl-CoA carboxylase]
cpd11817	C4H6N2O3R2	beta-Adrenergic receptor
cpd11811	C6H8N2O2R2	Procollagen L-proline
cpd11812	C24H36N7O18P3RS	(R)-3-Hydroxyacyl-CoA
cpd11813	C24H34N7O17P3RS	cis-2,3-Dehydroacyl-CoA
cpd11818	HO4PR	Phosphate monoester
cpd22711	C15H22N2O16P2	UDP-fucose
cpd05271	C18H23O5S	Estradiol-17beta 3-sulfate
cpd05273	C19H25O6S	2-Methoxyestradiol-17beta 3-sulfate
cpd05272	C19H23O6S	2-Methoxyestrone 3-sulfate
cpd05275	C18H33O2	Petroselinic acid
cpd05274	C16H29O2	Palmitoleic acid
cpd05277	C18H33O3	Ricinoleic acid
cpd01198	C23H52N6O13	Neomycin B
cpd23421	C22H30NO14S2	4-sinapoyloxybutylglucosinolate
cpd24430	C4H5O5	3-dehydro-L-threonate
cpd23356	C16H21N2O	fumigaclavine B
cpd23357	C20H26O4	GA9 methyl ester
cpd23355	C18H23N2O2	fumigaclavine A
cpd01190	C6H15N4O6P	D-Lombricine
cpd01191	C12H10N4O2	Lumichrome
cpd23358	C20H26O5	GA4
cpd01193	C16H14O4	(+)-Medicarpin
cpd01194	C5H4O4	Mesaconate
cpd01196	C17H17NO3	Morphinone
cpd01197	C10H12N4O4	Nebularine
cpd15982	C86H168O4	keto mycolate (1 cyclopropanated rings)
cpd09769	C25H34O3	C25-Allenic-apo-aldehyde
cpd15983	C67H127N2O8PRS	methoxy meroacid ACP
cpd09767	C10H7NO2	1-Nitronaphthalene
cpd09766	C2H2Cl2	Vinylidene chloride
cpd21480	C7H7NO6PS	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate
cpd21481	C7H5N4O3	7-Carboxy-7-carbaguanine
cpd21482	C3H5NO3	(Z)-3-Peroxyaminoacrylate
cpd21483	C4H7NO3	(Z)-2-Methylperoxyaminoacrylate
cpd21484	C6H10O6	1-Keto-D-chiro-inositol
cpd21485	C19H26O2	5-Androstene-3,17-dione
cpd21486	C3H4NO2	Aminoacrylate
cpd03388	C10H13N5O10PSe	Adenylylselenate
cpd15987	C68H131N2O9PRS	methyl hydroxy methoxy meroacid ACP
cpd00579	C10H13N2O	Serotonin
cpd00578	C10H10O4	Scytalone
cpd00574	C6H10O4	Mevaldate
cpd00577	C20H27O2	Tretin M
cpd00576	C15H14O5	Phloretin
cpd00571	C6H8O8	Glucarate
cpd00570	C15H12O2	Flavanone
cpd00573	C6H11O7	L-Idonate
cpd00572	C6H9N3O2	Histidine
cpd01228	C21H28O5	Aldosterone
cpd06509	C15H12O5	Butin
cpd01226	C6H13NO2R	Acylcholine
cpd01227	C12H15N3O2S	Albendazole
cpd01224	C9H7O3	trans-2-Hydroxycinnamate
cpd01222	C4H6O2	1,4-Lactone
cpd01223	C4H5O2	2-Butenoate
cpd01220	C10H14O	Carvol
cpd01221	C4H8O2	(S)-Acetoin
cpd17418	C10H17O3S	9-Methylthio-2-nonanoic acid
cpd17419	C10H21NO2S	Pentahomomethionine
cpd17412	C10H16O5S	2-(5'-Methylthio)pentylmalate
cpd17413	C10H16O5S	3-(5'-Methylthio)pentylmalate
cpd17410	C8H13O3S	2-Oxo-7-methylthioheptanoic acid
cpd17411	C8H17NO2S	Trihomomethionine
cpd17416	C11H18O5S	2-(6'-Methylthio)hexylmalate
cpd17417	C11H18O5S	3-(6'-Methylthio)hexylmalate
cpd17414	C9H15O3S	8-Methylthio-2-octanoic acid
cpd17415	C9H19NO2S	Tetrahomomethionine
cpd01713	C3H6NO2Cl	3-Chloro-D-alanine
cpd01862	C3H4O6S	(S)-2-O-Sulfolactate
cpd20991	C15H26O	(+)-Epicubenol
cpd01345	C3H9N3O3S	Taurocyamine
cpd20993	C15H26O	(3R,6E)-Nerolidol
cpd01863	C21H24NO4	(S)-N-Methylcanadine
cpd20995	C15H24	(E)-gamma-Bisabolene
cpd20994	C15H24	Germacrene C
cpd20997	C12H10O2	3,5-Dihydroxybiphenyl
cpd01344	C16H21O10	Secologanate
cpd20999	C15H24	cis-Muurola-3,5-diene
cpd01716	C7H7O5	3-Dehydroshikimate
cpd01347	C3H7NO2S2	Thiocysteine
cpd17396	C3H6O6S	(R)-2-O-Sulfolactate
cpd01866	C7H9N2O	1-Methylnicotinamide
cpd01341	C10H14O	Piperitenone
cpd19485	C26H39O6	16-Feruloyloxypalmitate
cpd01342	C21H32O2	Pregnenolone
cpd24267	C43H74N7O18P3S	(3R)-3-hydroxy-behenoyl-CoA
cpd07105	C21H20O9	Daidzin
cpd22909	C7H4BrO2	2-bromobenzoate
cpd03555	C20H31O4	15(S)-HPETE
cpd22904	C15H15N2O3	IAA-Pro
cpd22905	C17H26NO4	(-) jasmonic acid L-valine
cpd22906	C18H28NO4	(-) jasmonic acid L-leucine
cpd22907	C21H26NO4	(-) jasmonic acid L-phenylalanine
cpd22900	C16H19N2O3	IAA-Ile
cpd22901	C15H17N2O3S	IAA-Met
cpd22902	C19H17N2O4	IAA-Tyr
cpd22903	C21H18N3O3	IAA-Trp
cpd02559	C13H15N2O4	alpha-N-Phenylacetyl-L-glutamine
cpd02553	C9H18N4O4	Octopine
cpd02552	C7H9NO8P	n-acetylglutamyl-phosphate
cpd02555	C29H33N9O12	Tetrahydropteroyltri-L-glutamate
cpd02554	C10H16N4O3	N(alpha)-gamma-L-Glutamylhistamine
cpd02557	C40H66O7P2	Farnesylfarnesylgeraniol
cpd02087	C6H10O6	D-galacto-Hexodialdose
cpd02086	C34H57N5O23	Glycoprotein D-mannose
cpd02085	C6H12O9P	beta-D-Fructose 2-phosphate
cpd02083	C36H40N4O8	CoproporphyrinogenIII
cpd02082	C24H30NO4	Cetraxate benzyl ester
cpd02080	C4O4	2-Butynedioic acid
cpd02089	C5H7O3	5-Oxopentanoate
cpd02088	C45H80N2O24	Globoside
cpd23746	C2H3NS	methyl thiocyanate
cpd15013	C30H25O13	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)
cpd15015	C39H36O21	Malonylshisonin
cpd15017	C24H19O15	Delphinidin 3-O-(6-O-malonyl-beta-D-glucoside)
cpd15019	C36H40O25	Ternatin C5
cpd12044	C4H6N2O3R2	Protein serine
cpd12043	C7H13N3O2R2	Protein lysine
cpd12041	C4H7N3O2R2	Peptidyl amide
cpd28292	C14H20N2O16P2	UDP-D-xylulose
cpd28293	C15H22N2O17P2	UDP-GLUCOSE
cpd28290	C19H26O4	ubiquinone-2
cpd28294	C14H20N2O16P2	UDP-L-ARABINOSE
cpd14945	C16H12O6	(-)-Sophorol
cpd14944	C16H12O6	(+)-Sophorol
cpd14947	C16H12O6	(+)-6a-Hydroxymaackiain
cpd14946	C16H12O5	(+)-Maackiain
cpd02339	C5H9NO7P	alpha-D-Glutamyl phosphate
cpd02338	C15H22N2O17P2	UDP-D-galacto-1,4-furanose
cpd02889	C20H33O5	Alprostadil
cpd14942	C22H24O9	(-)-Medicocarpin
cpd02887	C23H35N3O25P3	UDP-N-acetyl-6-(D-galactose-1-phospho)-D-glucosamine
cpd02886	C31H51N3O19P2	UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine
cpd02337	C21H42N7O15P	Streptomycin 3''-phosphate
cpd02884	C10H13N4O9P	FAICAR
cpd14949	C15H11O5	6,7,4'-Trihydroxyflavanone
cpd02330	C5H5O5	Oxaloacetate 4-methyl ester
cpd02881	C12H15NO	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide
cpd02880	C6H2O4Cl	trans-2-Chlorodienelactone
cpd09801	C11H10	2-Methylnaphthalene
cpd00400	C3H3O2	Acrylate
cpd03570	C26H41N7O18P3S	3-Hydroxyisovaleryl-CoA
cpd03571	C3H6O2	Lactaldehyde
cpd03572	C25H38N7O18P3S	(S)-3-Hydroxyisobutyryl-CoA
cpd05165	C12H22O10	Rutinose
cpd24199	C18H38N3O12	kanamycin D
cpd24198	C7H3NO4	2,5-pyridinedicarboxylate
cpd24195	C10H18O2	2-endo-hydroxy-1,8-cineole
cpd24194	C7H6NO5	2-amino-5-carboxymuconate-6-semialdehyde
cpd24196	C21H28N7O18P3	(R)-NADPHX
cpd24191	C12H28N3O7	2'-deamino-2'-hydroxyneamine
cpd24190	C12H26N2O8	2'-deamino-2'-hydroxyparomamine
cpd24193	C10H18O2	2-exo-hydroxy-1,8-cineole
cpd24192	C7H6NO3	4-amino-3-hydroxybenzoate
cpd03688	C5H10N	1-Methylpyrrolinium
cpd03938	C19H23N2O	Cinchonine
cpd03682	C18H19NO3	Neopinone
cpd03683	C19H21NO3	Thebaine
cpd03680	C19H22NO4	1,2-Dehydroreticuline
cpd03681	C18H19NO3	Codeinone
cpd03930	C18H21NO4	(S)-Norreticuline
cpd03684	C18H21NO3	Codeine
cpd03933	C8H17N	Coniine
cpd12408	C21H32O18*2	Glucuronoxylan
cpd28877	C20H36O7P2	syn-CDP
cpd21105	C21H20Cl2O3	trans-Permethrin
cpd21104	C30H52O2	Lupan-3beta,20-diol
cpd21106	C42H67O14	Soyasaponin III
cpd21101	C13H18O3(C5H8)n	6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol
cpd21100	C12H16O3(C5H8)n	2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol
cpd21109	C32H44O14	Bis(beta-D-glucosyl) crocetin
cpd21108	C26H33O9	beta-D-Glucosyl crocetin
cpd00012	HO7P2	PPi
cpd00013	H4N	NH3
cpd00010	C21H32N7O16P3S	CoA
cpd00011	CO2	CO2
cpd00016	C8H8NO6P	Pyridoxal phosphate
cpd00017	C15H23N6O5S	S-Adenosyl-L-methionine
cpd00014	C9H12N2O12P2	UDP
cpd00015	C27H30N9O15P2	FAD
cpd00018	C10H12N5O7P	AMP
cpd00019	C14H20N6O5S	S-Adenosyl-homocysteine
cpd19018	C4H4O6	(S,S)-Tartaric acid
cpd19019	C7H14N2O4S	L-Cystathionine
cpd03064	C3H4N2O2	Hydantoin
cpd03065	C5H8NO3	trans-L-3-Hydroxyproline
cpd03062	C14H17NO7	Dhurrin
cpd03063	C4H9NO2	3-Aminoisobutanoate
cpd03060	C19H26O3	4-Androsten-16alpha-ol-3,17-dione
cpd03061	C18H24O3	Estriol
cpd09576	C7H8N4O2	Paraxanthine
cpd30751	C16H9O6	2',7-Dihydroxy-4',5'-methylenedioxyisoflavone
cpd30756	C6H4O5	(3E)-2-oxohex-3-enedioate
cpd30755	C5H10O5	alpha-L-arabinopyranose
cpd30758	C20H32	ent-abieta-8(14),12-diene
cpd11669	C19H26O4	Q
cpd11668	C9H10N2O4RS	Penam
cpd11665	C19H28O4	QH2
cpd26730	C29H54N2O8PRS	Cis-vaccenoyl-ACPs
cpd11662	C15H28O	Dolichol
cpd11660	CH4NR	RCH2NH2
cpd22746	C6H2Cl2O4	2,3-dichloro-cis,cis-muconate
cpd22747	C6H2ClO4	5-chloro-4-carboxymethylene-but-2-en-4-olide
cpd22744	C6H5Cl3O2	1,2,3-trichlorobenzene dihydrodiol
cpd17626	C6H5NO	1,2-Benzoquinone monoimine
cpd19461	C34H63O13	13-Sophorosyloxydocosanoic acid
cpd22743	C6H4Cl2O2	3,4-dichlorocatechol
cpd22740	C6H2Cl4	1,2,4,5-tetrachlorobenzene
cpd22741	C6H4Cl4O2	1,2,4,5-tetrachlorobenzene dihydrodiol
cpd22748	C6H3ClO5	5-chloromaleylacetate
cpd22749	C6H3ClO4	(+)-5-chloromuconolactone
cpd11483	C19H36N2O9PRS	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
cpd11482	C21H40N2O9PRS	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
cpd08483	C16H21O9	10-Deoxygeniposidic acid
cpd11480	C23H43N2O9PRS	D-3-Hydroxydodecanoyl-[acp]
cpd11487	C21H38N2O9PRS	3-oxodecanoyl-acp
cpd11486	C17H30N2O9PRS	3-Oxohexanoyl-[acp]
cpd08487	C21H24N2O3	Lochnericine
cpd08486	C22H26N2O3	16-Methoxytabersonine
cpd08489	C21H24N2O4	Dialdehyde
cpd11489	C23H42N2O9PRS	3-oxododecanoyl-acp
cpd11488	C15H26N2O9PRS	Acetoacetyl-ACP
cpd01763	C6H7NO	N-Hydroxyarylamine
cpd01762	C3H6N2O2	Formiminoglycine
cpd01761	C18H19NO4	N-Feruloyltyramine
cpd01760	C6H8N2O4R	N-Acyl-L-glutamine
cpd01767	C6H8N	N-Methylpyridinium
cpd01766	C5H16N2	N-Methylputrescine
cpd01765	C7H15NO	N-Methylhexanamide
cpd01764	C4H9NO2	N-Methyl-L-alanine
cpd01769	C5H14N4O3P	N4-Phosphoagmatine
cpd22123	C10H16O2	4-isopropenyl-7-methyloxepan-2-one
cpd22120	C15H20O4	4-prenylphlorisobutyrophenone
cpd22124	C10H16O	4R-Limonene-1-2-epoxides
cpd22125	C10H16O	4S-limonene-1-2-epoxides
cpd23250	C55H80O2	DMKH2-9
cpd01506	C3H2NO4	3-Nitroacrylate
cpd01504	C3H8NO	3-Aminopropanal
cpd01502	C5H4O4	Citraconate
cpd01501	C7H7O7	2-Methylcitrate
cpd01500	C6H16NO	2-Methylcholine
cpd10538	C6H5OBr	2-Bromophenol
cpd10539	C6H7O2Br	Bromobenzene-2,3-dihydrodiol
cpd17083	C13H8N2O2	phenazine-1-carboxylic acid
cpd17082	C16H27NO4	N-(3-oxo-dodecanoyl)-L-homoserine lactone
cpd17085	C16H21O2N	2-heptyl-3-hydroxy-4-quinolone
cpd17084	C13H9ON3	phenazine-1-carboxamide
cpd17086	C70H117P3O18N4	Rha-(alpha1,3)-N-acetylglucosamine pyrophosphorylundecaprenol
cpd08819	C8H9NO4	3,5-Dihydroxy-phenylglycine
cpd16977	C28H55O2	tetra-methyl-lignoceric-acid
cpd16974	C41H78O13P	phosphatidyl-1D-myo-inositol-C160
cpd16975	C4H5O3	R-Methylmalonate-semialdehyde
cpd16973	C11H20O12P2	Polyprenyl-mannose
cpd16970	C41H80O8P	1-2-sn-glycerol-3-phosphate-C19-C19
cpd21209	C10H12N5O7P	2-Hydroxy-dAMP
cpd16978	C177H342O16	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm1
cpd16979	C179H346O16	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm2
cpd23659	C19H11O7	3-(2-formyl-6-hydroxy-4-methylphenyl)-8-hydroxy-1,4-dioxonaphthalene-2-carboxylate
cpd24605	C6H7NO5	N-formyl-L-glutamate
cpd24600	C9H9O3	(R)-phenyllactate
cpd07355	C10H12O2	Isoeugenol
cpd15960	C39H77O2	hepta-methyl dotriacontanoic acid (7 methyl branches)
cpd16284	C27H44O6	3-Epiecdysone
cpd12679	C3H6O6PR2	1-Radyl-2-acyl-sn-glycero-3-phospholipid
cpd12678	C9H18NO7PR2	1-Radyl-2-acyl-sn-glycero-3-phosphocholine
cpd23047	C38H45N3O12	N',N''-bis(5-hydroxyferuloyl)-N'''-sinapoylspermidine
cpd15951	C26H51O2	dimethyl lignoceric acid
cpd15950	C24H47O2	di-methyl behenic acid
cpd15953	C43FeH71N5O10	Iron(II) mycobactin T
cpd12675	C6H10N2O2R2S	[Cytochrome c] methionine
cpd15954	C117H218O18	fucose rhamnose rhamnose phenol phthiocerol dimycocerosate (Mtb)
cpd12677	C7H14N5O2R2	[Myelin basic protein]-arginine
cpd12676	C7H14N5O2R2	Histone-arginine
cpd23045	C10H12N2O4S	1H-indol-5-ol, 3-(2-aminoethyl)-, hydrogen sulfate (ester)
cpd23591	C6H14O6	D-Talitol
cpd16028	C35H59O6	phenolic phthiocerol precursor
cpd16029	C46H79N2O12PRS	phenolic phthiocerol precursor bound ACP
cpd16758	C35H58N7O18P3S	(R)-3-hydroxytetradecanoyl-coa
cpd16759	C29H46N7O18P3S	(R)-Hydroxyoctanoyl-CoA
cpd16020	C31H61O2	penta-methyl hexacosanoate
cpd16021	C33H65O2	penta-methyl octacosanoate
cpd16022	C99H188O6	phenol phthiocerol dimycocerosate (Mtb)
cpd16023	C34H60O4	phenolic phthiodiolone
cpd16024	C35H64O4	phenolphtiocerol
cpd16025	C32H61O5	phthiocerol precursor
cpd16026	C43H81N2O11PRS	phthiocerol precursor bound ACP
cpd16027	C53H93N7O20P3S	phthiocerol precursor bound coenzyme A
cpd03219	C40H58	beta-Zeacarotene
cpd03218	C40H56	alpha-Carotene
cpd03211	C40H64	15-cis-Phytoene
cpd03210	C27H46O2	Cholesterol-5alpha,6beta-epoxide
cpd03213	C27H48O3	3beta,5alpha,6beta-Cholestanetriol
cpd03215	C40H60	zeta-Carotene
cpd03214	C20H40O7P2	Phytyl diphosphate
cpd03217	C40H56	Lycopene
cpd03216	C40H58	Neurosporene
cpd12458	C29H56N2O8PRS	Stearoyl-[acyl-carrier protein]
cpd15489	C145H255N2O74P4	inner core oligosaccharide lipid A
cpd15488	C131H231N2O60P3	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA
cpd12455	C12H19NO13S*2	Heparosan-N-sulfate L-iduronate
cpd15486	C5H5O3	4-hydroxy-5-methyl-3-2H-furanone
cpd12457	C8H10N4O2R2	Protein Ntau-methyl-L-histidine
cpd15484	C124H223N2O51P2	heptosyl-heptosyl-kdo2-lipidA
cpd12451	C24H42O21	1,6-beta-D-Galactosylgalactogen
cpd15482	C192H337N2O101P4	hepta-acylated core oligosaccharide lipid A
cpd12453	C8H15N3O2R2	Cytochrome c N6-methyl-L-lysine
cpd15480	C6H7NO2R2S2	glutaredoxin (oxidized)
cpd15825	C7H6N2O	5-hydroxybenzimidazole
cpd26921	C16H22N2O15P2	DTDP-4-DEHYDRO-6-DEOXY-D-GALACTOSE
cpd14534	C28H50O2	6-Deoxocathasterone
cpd14535	C28H50O3	6-Deoxoteasterone
cpd14536	C28H48O3	3-Dehydro-6-deoxoteasterone
cpd14537	C28H50O3	6-Deoxotyphasterol
cpd14530	C28H48O5	Castasterone
cpd14531	C28H48O2	22alpha-Hydroxy-campesterol
cpd14532	C28H46O2	22alpha-Hydroxy-campest-4-en-3-one
cpd14533	C28H48O2	22alpha-Hydroxy-5alpha-campestan-3-one
cpd15229	C5H6O11P2R2	diacylglycerol-pyrophosphate
cpd25169	C45H80O10	1-18:0-2-18:3-monogalactosyldiacylglycerol
cpd25168	C45H80O10	1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd15223	C44H89NO4	Ceramide-2' Sphinganine:n-C26:0OH)
cpd15222	C42H85NO4	Ceramide-2' Sphinganine:n-C24:0OH)
cpd15221	C44H89NO3	Ceramide-1 Sphinganine:n-C26:0)
cpd15220	C42H85NO3	Ceramide-1 Sphinganine:n-C24:0)
cpd15227	C44H89NO5	Ceramide-3 Phytosphingosine:n-C26:0OH)
cpd15226	C42H85NO5	Ceramide-3 Phytosphingosine:n-C24:0OH)
cpd15225	C44H89NO4	Ceramide-2 Phytosphingosine:n-C26:0)
cpd15224	C42H85NO4	Ceramide-2 Phytosphingosine:n-C24:0)
cpd04078	C7H7O3S	Tosylate
cpd04079	C7H7O4S	4-Sulfobenzyl alcohol
cpd04075	C6H5O5S	4-Sulfocatechol
cpd04076	C6H3O7S	3-Sulfomuconate
cpd04077	C6H4O7S	4-Sulfolactone
cpd04070	C7H6NO3	1-Carbapen-2-em-3-carboxylic acid
cpd04071	C7H3O2Cl2	2,4-Dichlorobenzoate
cpd04072	C28H35N7O17P3SCl2	2,4-Dichlorobenzoyl-CoA
cpd04073	C8H7O4	Vanillate
cpd25879	C56H86O	2-decaprenylphenol
cpd25878	C43H66O4	2-heptaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol
cpd00335	C6H5O6	Dehydroascorbate
cpd25875	C42H64O2	2-methoxy-6-(all-trans-heptaprenyl)phenol
cpd25874	C41H62O2	2-heptaprenyl-6-hydroxyphenol
cpd23448	C7H8OS	PMSA
cpd25876	C42H64O3	2-methoxy-6-all trans-heptaprenyl-2-methoxy-1,4-benzoquinol
cpd04297	C21H30O2	Dronabinol
cpd02349	C21H30O3	16alpha-Hydroxyprogesterone
cpd24388	C16H20N2O7	cotinine-glucuronide
cpd23869	C18H30O15	agarotriose
cpd25873	C41H62O	2-heptaprenylphenol
cpd24380	C6H4O5	(2Z)-5-oxohex-2-enedioate
cpd25872	C42H61O3	3-heptaprenyl-4-hydroxybenzoate
cpd24385	C10H12N2O	cotinine
cpd23866	C18H28NO5	(3R, 7S)-12-OH-JA-Ile
cpd23867	C6H10O5	3,6-anhydro-alpha-L-galactopyranose
cpd25396	C20H30	dehydroabietadiene
cpd20932	C28H38N7O19P3S	2,3-Dihydro-2,3-dihydroxybenzoyl-CoA
cpd25727	C12H8N2O	2-hydroxy-5,10-diazaanthracene
cpd25399	C20H28O	dehydroabietadienal
cpd02266	C6H5O7	Carboxymethyloxysuccinate
cpd25720	C16H18O4	hemigossypol-6-methyl ether
cpd00056	C12H17N4O7P2S	TPP
cpd08268	C10H16O2	(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone
cpd05219	C11H15N2	Gramine
cpd05215	C9H14NO	Cathine
cpd05214	C12H17N2O	Bufotenin
cpd00053	C5H10N2O3	L-Glutamine
cpd06740	C10H20O	beta-Citronellol
cpd25830	C28H44N8O17P3S	1-methylpyrrolidine-2-acetyl-CoA
cpd23404	C10H19NOS	9-methylthiononanonitrile oxide
cpd23405	C20H35N4O7S2	9-methylthiononylhydroximoyl-glutathione
cpd23402	C19H33N4O7S2	8-methylthiooctylhydroximoyl-glutathione
cpd23403	C14H27N3O4S2	8-methylthiooctylhydroximoyl-cysteinylglycine
cpd23400	C13H25N3O4S2	7-methylthioheptylhydroximoyl-cysteinylglycine
cpd23401	C9H17NOS	8-methylthiooctanonitrile oxide
cpd23488	C20H33O4P	(2E,6E,10E)-geranylgeranyl monophosphate
cpd06749	C10H16O	Fenchone
cpd00051	C6H15N4O2	L-Arginine
cpd25728	C13H7N2O3	1-phenazinecarboxylic acid, 2-hydroxy
cpd09213	C9H5NO4Cl	3-Amino-4,7-dihydroxy-8-chlorocoumarin
cpd09211	C10H8NO4	3-Amino-4,7-dihydroxy-8-methylcoumarin
cpd09217	C22H20NO6	Novobiocic acid
cpd09216	C29H31NO10Cl	Novclobiocin 104
cpd09215	C28H29NO10Cl	Novclobiocin 105
cpd09214	C21H17NO6Cl	Chlorobiocic acid
cpd09219	C30H34NO10	Descarbamoylnovobiocin
